"COD_MKT_ID","AREA","MACROSETTORE","SETTORE","REPARTO","CATEGORIA","SOTTOCATEGORIA","SEGMENTO"
"5975","Altro","Altro","SALUTE","SERVIZI","PRENOTAZIONI","No Scan PRENOTAZIONI","No Scan PRENOTAZIONI"
"5976","Altro","Altro","SALUTE","SERVIZI","CONVENZIONI","No Scan CONVENZIONI","No Scan CONVENZIONI"
"5977","Altro","Altro","SALUTE","SERVIZI","NOLEGGIO","No Scan NOLEGGIO","No Scan NOLEGGIO"
"5978","Altro","Altro","SALUTE","SERVIZI","PROD.CONSUM/ MAT.PRIME","No Scan PROD.CONSUM/ MAT.PRIME","No Scan PROD.CONSUM/ MAT.PRIME"
"5979","Altro","Altro","SALUTE","PARAFARMACO","ALIM. INFANZIA","No Scan ALIM. INFANZIA","No Scan ALIM. INFANZIA"
"5980","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","PREPARATI PRIMA COLAZIONE","No Scan PREPARATI PRIMA COLAZIONE","No Scan PREPARATI PRIMA COLAZIONE"
"5981","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","No Scan TRATTAMENTO CORPO/VISO","No Scan TRATTAMENTO CORPO/VISO"
"5982","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","No Scan PASTICCERIA BAR","No Scan PASTICCERIA BAR"
"5983","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","No Scan GELATERIA","No Scan GELATERIA"
"5984","Alimentari","Freschi","FRESCHISSIMI","RISTORO","MATERIE PRIME RISTORO","No Scan MATERIE PRIME RISTORO","No Scan MATERIE PRIME RISTORO"
"5985","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA DONNA","INTIMO GIORNO DONNA","No Scan INTIMO GIORNO DONNA","No Scan INTIMO GIORNO DONNA"
"5986","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA DONNA","INTIMO NOTTE DONNA","No Scan INTIMO NOTTE DONNA","No Scan INTIMO NOTTE DONNA"
"5987","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA DONNA","CALZETTERIA DONNA","No Scan CALZETTERIA DONNA","No Scan CALZETTERIA DONNA"
"5988","Non alimentari","No Food","PERSONA","ESTERNO DONNA","GONNE DONNA","No Scan GONNE DONNA","No Scan GONNE DONNA"
"5989","Non alimentari","No Food","PERSONA","ESTERNO DONNA","CAMICIE DONNA","No Scan CAMICIE DONNA","No Scan CAMICIE DONNA"
"5990","Non alimentari","No Food","PERSONA","ESTERNO DONNA","ABITI/COORDINATI DONNA","No Scan ABITI/COORDINATI DONNA","No Scan ABITI/COORDINATI DONNA"
"5991","Non alimentari","No Food","PERSONA","ESTERNO DONNA","PANTALONI DONNA","No Scan PANTALONI DONNA","No Scan PANTALONI DONNA"
"5992","Non alimentari","No Food","PERSONA","ESTERNO DONNA","CAPI SPALLA DONNA","No Scan CAPI SPALLA DONNA","No Scan CAPI SPALLA DONNA"
"5993","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA UOMO","INTIMO GIORNO UOMO","No Scan INTIMO GIORNO UOMO","No Scan INTIMO GIORNO UOMO"
"5994","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA UOMO","INTIMO NOTTE UOMO","No Scan INTIMO NOTTE UOMO","No Scan INTIMO NOTTE UOMO"
"5995","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA UOMO","CALZETTERIA UOMO","No Scan CALZETTERIA UOMO","No Scan CALZETTERIA UOMO"
"5996","Non alimentari","No Food","PERSONA","ESTERNO UOMO","MAGLIERIA ESTERNO UOMO","No Scan MAGLIERIA ESTERNO UOMO","No Scan MAGLIERIA ESTERNO UOMO"
"5997","Non alimentari","No Food","PERSONA","ESTERNO UOMO","PANTALONI UOMO","No Scan PANTALONI UOMO","No Scan PANTALONI UOMO"
"5998","Non alimentari","No Food","PERSONA","ESTERNO UOMO","CAMICERIA UOMO","No Scan CAMICERIA UOMO","No Scan CAMICERIA UOMO"
"5999","Non alimentari","No Food","PERSONA","ESTERNO UOMO","CAPI SPALLA UOMO","No Scan CAPI SPALLA UOMO","No Scan CAPI SPALLA UOMO"
"6000","Non alimentari","No Food","PERSONA","ESTERNO UOMO","ABB.TO LAVORO/UOMO","No Scan ABB.TO LAVORO/UOMO","No Scan ABB.TO LAVORO/UOMO"
"6001","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA BAMBINI E NEONATO","INTIMO GIORNO 3-12 BAMBINI","No Scan INTIMO GIORNO 3-12 BAMBINI","No Scan INTIMO GIORNO 3-12 BAMBINI"
"6002","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA BAMBINI E NEONATO","INTIMO NOTTE 3-12 BAMBINI","No Scan INTIMO NOTTE 3-12 BAMBINI","No Scan INTIMO NOTTE 3-12 BAMBINI"
"6003","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA BAMBINI E NEONATO","CALZETTERIA 0-36 MESI","No Scan CALZETTERIA 0-36 MESI","No Scan CALZETTERIA 0-36 MESI"
"6004","Non alimentari","No Food","PERSONA","INTIMO E CALZETTERIA BAMBINI E NEONATO","INTIMO NOTTE NEONATO 0-36 MESI","No Scan INTIMO NOTTE NEONATO 0-36 MESI","No Scan INTIMO NOTTE NEONATO 0-36 MESI"
"6005","Non alimentari","No Food","PERSONA","ESTERNO BAMBINI E NEONATO","GREMBIULI BAMBINI","No Scan GREMBIULI BAMBINI","No Scan GREMBIULI BAMBINI"
"6006","Non alimentari","No Food","PERSONA","ESTERNO BAMBINI E NEONATO","ABB.TO EST NEONATO 0-36 MESI","No Scan ABB.TO EST NEONATO 0-36 MESI","No Scan ABB.TO EST NEONATO 0-36 MESI"
"6007","Non alimentari","No Food","PERSONA","ESTERNO BAMBINI E NEONATO","ABB.TO EST NEONATA 0-36 MESI","No Scan ABB.TO EST NEONATA 0-36 MESI","No Scan ABB.TO EST NEONATA 0-36 MESI"
"6008","Non alimentari","No Food","PERSONA","ESTERNO BAMBINI E NEONATO","ABB.TO ESTERNO 3-12 BIMBO","No Scan ABB.TO ESTERNO 3-12 BIMBO","No Scan ABB.TO ESTERNO 3-12 BIMBO"
"6009","Non alimentari","No Food","PERSONA","ESTERNO BAMBINI E NEONATO","ABB.TO ESTERNO 3 -12 BIMBA","No Scan ABB.TO ESTERNO 3 -12 BIMBA","No Scan ABB.TO ESTERNO 3 -12 BIMBA"
"6010","Non alimentari","No Food","PERSONA","NEONATO PUERICULTURA","PICCOLA PUERICULTURA","No Scan PICCOLA PUERICULTURA","No Scan PICCOLA PUERICULTURA"
"6011","Non alimentari","No Food","PERSONA","NEONATO PUERICULTURA","GRANDE PUERICULTURA","No Scan GRANDE PUERICULTURA","No Scan GRANDE PUERICULTURA"
"6012","Non alimentari","No Food","PERSONA","SPORT","ABB.TO SCI","No Scan ABB.TO SCI","No Scan ABB.TO SCI"
"6013","Non alimentari","No Food","PERSONA","SPORT","CALZATURE SPORTIVE BIMBO","No Scan CALZATURE SPORTIVE BIMBO","No Scan CALZATURE SPORTIVE BIMBO"
"6014","Non alimentari","No Food","PERSONA","SPORT","CALZATURE SPORTIVE UOMO","No Scan CALZATURE SPORTIVE UOMO","No Scan CALZATURE SPORTIVE UOMO"
"6015","Non alimentari","No Food","PERSONA","SPORT","MARE UOMO","No Scan MARE UOMO","No Scan MARE UOMO"
"6016","Non alimentari","No Food","PERSONA","SPORT","ACCESSORI MARE","No Scan ACCESSORI MARE","No Scan ACCESSORI MARE"
"6017","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","No Scan CALZATURE DONNA","No Scan CALZATURE DONNA"
"6018","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","No Scan ACCESSORI CALZATURE","No Scan ACCESSORI CALZATURE"
"6019","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","No Scan ACCESSORI ABBIGLIAMENTO UOMO","No Scan ACCESSORI ABBIGLIAMENTO UOMO"
"6020","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESS. ABB.TO 3-12 BAMBINI","No Scan ACCESS. ABB.TO 3-12 BAMBINI","No Scan ACCESS. ABB.TO 3-12 BAMBINI"
"6021","Non alimentari","No Food","PERSONA","ACCESSORI","OROLOGI","No Scan OROLOGI","No Scan OROLOGI"
"6022","Non alimentari","No Food","CASA","TAVOLA","PIATTI","No Scan PIATTI","No Scan PIATTI"
"6023","Non alimentari","No Food","CASA","TAVOLA","POSATERIA","No Scan POSATERIA","No Scan POSATERIA"
"6024","Non alimentari","No Food","CASA","TAVOLA","TAZZE E COMPLEMENTI","No Scan TAZZE E COMPLEMENTI","No Scan TAZZE E COMPLEMENTI"
"6025","Non alimentari","No Food","CASA","CUCINA","COTTURA VARIE","No Scan COTTURA VARIE","No Scan COTTURA VARIE"
"6026","Non alimentari","No Food","CASA","CUCINA","ACCESSORI CUCINA","No Scan ACCESSORI CUCINA","No Scan ACCESSORI CUCINA"
"6027","Non alimentari","No Food","CASA","CUCINA","ACCESSORI ENOTECA","No Scan ACCESSORI ENOTECA","No Scan ACCESSORI ENOTECA"
"6028","Non alimentari","No Food","CASA","TESSILE CASA","COPERTE PLAID TRAP. PIUMINI","No Scan COPERTE PLAID TRAP. PIUMINI","No Scan COPERTE PLAID TRAP. PIUMINI"
"6029","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","No Scan BAGNO CASA ARREDO","No Scan BAGNO CASA ARREDO"
"6030","Non alimentari","No Food","CASA","ARREDO","ILLUMINAZIONE","No Scan ILLUMINAZIONE","No Scan ILLUMINAZIONE"
"6031","Non alimentari","No Food","CASA","COMPLEMENTI D'ARREDO","TAPPETI CASA","No Scan TAPPETI CASA","No Scan TAPPETI CASA"
"6032","Non alimentari","No Food","CASA","COMPLEMENTI D'ARREDO","COMPLEMENTI D'INTERNO","No Scan COMPLEMENTI D'INTERNO","No Scan COMPLEMENTI D'INTERNO"
"6033","Non alimentari","No Food","CASA","PULIZIA","ACCESSORI PULIZIA CASA","No Scan ACCESSORI PULIZIA CASA","No Scan ACCESSORI PULIZIA CASA"
"6034","Non alimentari","No Food","CASA","PULIZIA","PULIZIA SERVIZIO","No Scan PULIZIA SERVIZIO","No Scan PULIZIA SERVIZIO"
"6035","Non alimentari","No Food","CASA","PULIZIA","RIPORRE","No Scan RIPORRE","No Scan RIPORRE"
"6036","Non alimentari","No Food","STAGIONALI E BRICO","FAI DA TE","ATTREZZI ELETTRICI","No Scan ATTREZZI ELETTRICI","No Scan ATTREZZI ELETTRICI"
"6037","Non alimentari","No Food","STAGIONALI E BRICO","FAI DA TE","LAMPADE","No Scan LAMPADE","No Scan LAMPADE"
"6038","Non alimentari","No Food","STAGIONALI E BRICO","FAI DA TE","PILE","No Scan PILE","No Scan PILE"
"6039","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","No Scan PRODOTTI PER MANUT.NE AUTO","No Scan PRODOTTI PER MANUT.NE AUTO"
"6040","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","No Scan ACCESSORI AUTO","No Scan ACCESSORI AUTO"
"6041","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","No Scan PULIZIA AUTO","No Scan PULIZIA AUTO"
"6042","Non alimentari","No Food","STAGIONALI E BRICO","TEMPO LIBERO","CAMPING","No Scan CAMPING","No Scan CAMPING"
"6043","Non alimentari","No Food","STAGIONALI E BRICO","TEMPO LIBERO","GIARD./TERRAZZO TEMPO LIBERO","No Scan GIARD./TERRAZZO TEMPO LIBERO","No Scan GIARD./TERRAZZO TEMPO LIBERO"
"6044","Non alimentari","No Food","STAGIONALI E BRICO","TEMPO LIBERO","GONFIABILI E NAUTICA","No Scan GONFIABILI E NAUTICA","No Scan GONFIABILI E NAUTICA"
"6045","Non alimentari","No Food","STAGIONALI E BRICO","SPORT '&' ABBIGLIAMENTO SPEC","ATTREZZ. ALTRI SPORT","No Scan ATTREZZ. ALTRI SPORT","No Scan ATTREZZ. ALTRI SPORT"
"6046","Non alimentari","No Food","STAGIONALI E BRICO","SPORT '&' ABBIGLIAMENTO SPEC","CACCIA E PESCA","No Scan CACCIA E PESCA","No Scan CACCIA E PESCA"
"6047","Non alimentari","No Food","STAGIONALI E BRICO","SPORT '&' ABBIGLIAMENTO SPEC","ACCESSORI CICLI","No Scan ACCESSORI CICLI","No Scan ACCESSORI CICLI"
"6048","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","LETTURA","No Scan LETTURA","No Scan LETTURA"
"6049","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","ASCOLTO","No Scan ASCOLTO","No Scan ASCOLTO"
"6050","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","VISIONE","No Scan VISIONE","No Scan VISIONE"
"6051","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","No Scan PIANTE DA INTERNO","No Scan PIANTE DA INTERNO"
"6052","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","FIORI RECISI","No Scan FIORI RECISI","No Scan FIORI RECISI"
"6053","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","No Scan UTENSILI GIARDINAGGIO","No Scan UTENSILI GIARDINAGGIO"
"6054","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","No Scan PRODOTTI CHIMICI/NUTRIMENTO","No Scan PRODOTTI CHIMICI/NUTRIMENTO"
"6055","Non alimentari","No Food","STAGIONALI E BRICO","GIOCATTOLO","INFANZIA E PRESCOLARE","No Scan INFANZIA E PRESCOLARE","No Scan INFANZIA E PRESCOLARE"
"6056","Non alimentari","No Food","STAGIONALI E BRICO","GIOCATTOLO","COSTRUZIONI","No Scan COSTRUZIONI","No Scan COSTRUZIONI"
"6057","Non alimentari","No Food","STAGIONALI E BRICO","GIOCATTOLO","BAMBINO GIOCATTOLO","No Scan BAMBINO GIOCATTOLO","No Scan BAMBINO GIOCATTOLO"
"6058","Non alimentari","No Food","STAGIONALI E BRICO","GIOCATTOLO","LOCOMOZIONE GIOCATTOLO","No Scan LOCOMOZIONE GIOCATTOLO","No Scan LOCOMOZIONE GIOCATTOLO"
"6059","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","MERENDINE","No Scan MERENDINE","No Scan MERENDINE"
"6060","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","CREME SPALMABILI","No Scan CREME SPALMABILI","No Scan CREME SPALMABILI"
"6061","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","SNACK SALATI","No Scan SNACK SALATI","No Scan SNACK SALATI"
"6062","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","MIELE","No Scan MIELE","No Scan MIELE"
"6063","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","PREPARATI PER DOLCI","No Scan PREPARATI PER DOLCI","No Scan PREPARATI PER DOLCI"
"6064","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","INFUSI","No Scan INFUSI","No Scan INFUSI"
"6065","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","CONSERVE DI FRUTTA","No Scan CONSERVE DI FRUTTA","No Scan CONSERVE DI FRUTTA"
"6066","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","RICORRENZA NATALE","No Scan RICORRENZA NATALE","No Scan RICORRENZA NATALE"
"6067","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","FARINA","No Scan FARINA","No Scan FARINA"
"6068","Non alimentari","No Food","PERSONA","SPORT","CALZATURE SPORTIVE DONNA","No Scan CALZATURE SPORTIVE DONNA","No Scan CALZATURE SPORTIVE DONNA"
"6069","Non alimentari","No Food","PERSONA","SPORT","MARE BIMBI","No Scan MARE BIMBI","No Scan MARE BIMBI"
"6070","Alimentari","Generi vari","GROCERY ALIMENTARI","ALIMENTARI","ALIMENTI PREPARATI","No Scan ALIMENTI PREPARATI","No Scan ALIMENTI PREPARATI"
"6071","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","OLI DA OLIVE","No Scan OLI DA OLIVE","No Scan OLI DA OLIVE"
"6072","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","ACETI/ALTRI CONDIMENTI","No Scan ACETI/ALTRI CONDIMENTI","No Scan ACETI/ALTRI CONDIMENTI"
"6073","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONSERVE POMODORO","No Scan CONSERVE POMODORO","No Scan CONSERVE POMODORO"
"6074","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SOTTOLI / SOTTACETI(CONTORNI)","No Scan SOTTOLI / SOTTACETI(CONTORNI)","No Scan SOTTOLI / SOTTACETI(CONTORNI)"
"6075","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONSERVE DI CARNE","No Scan CONSERVE DI CARNE","No Scan CONSERVE DI CARNE"
"6076","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","SALSE","No Scan SALSE","No Scan SALSE"
"6077","Alimentari","Generi vari","GROCERY ALIMENTARI","SALSE/COND./SCATOLAME","CONDIMENTI PRONTI","No Scan CONDIMENTI PRONTI","No Scan CONDIMENTI PRONTI"
"6078","Alimentari","Generi vari","GROCERY ALIMENTARI","LIQUIDI","ACQUE","No Scan ACQUE","No Scan ACQUE"
"6079","Alimentari","Generi vari","GROCERY ALIMENTARI","LIQUIDI","SUCCHI DI FRUTTA","No Scan SUCCHI DI FRUTTA","No Scan SUCCHI DI FRUTTA"
"6080","Alimentari","Generi vari","GROCERY ALIMENTARI","LIQUIDI","BIRRA","No Scan BIRRA","No Scan BIRRA"
"6081","Alimentari","Generi vari","GROCERY ALIMENTARI","LIQUIDI","SPUMANTI","No Scan SPUMANTI","No Scan SPUMANTI"
"6082","Alimentari","Generi vari","GROCERY ALIMENTARI","LIQUIDI","APERITIVI","No Scan APERITIVI","No Scan APERITIVI"
"6083","Alimentari","Generi vari","GROCERY ALIMENTARI","LIQUIDI","CONF. REGALO BEVANDE","No Scan CONF. REGALO BEVANDE","No Scan CONF. REGALO BEVANDE"
"6084","Alimentari","Generi vari","GROCERY ALIMENTARI","PET FOOD/PET CARE","ALIMENTI PER CANI","No Scan ALIMENTI PER CANI","No Scan ALIMENTI PER CANI"
"6085","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","DETERG. STOVIGLIE","No Scan DETERG. STOVIGLIE","No Scan DETERG. STOVIGLIE"
"6086","Alimentari","Generi vari","CHIMICA","IGIENE AMBIENTI","CURA TESSUTI","No Scan CURA TESSUTI","No Scan CURA TESSUTI"
"6087","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","TOVAGLIE E TOVAGLIOLI","No Scan TOVAGLIE E TOVAGLIOLI","No Scan TOVAGLIE E TOVAGLIOLI"
"6088","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","ASCIUGATUTTO","No Scan ASCIUGATUTTO","No Scan ASCIUGATUTTO"
"6089","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","No Scan AVVOLGENTI CUCINA","No Scan AVVOLGENTI CUCINA"
"6090","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","PROD. PER CAPELLI","No Scan PROD. PER CAPELLI","No Scan PROD. PER CAPELLI"
"6091","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","PRODOTTI BAGNO","No Scan PRODOTTI BAGNO","No Scan PRODOTTI BAGNO"
"6092","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","CONFEZIONI","No Scan CONFEZIONI","No Scan CONFEZIONI"
"6093","Alimentari","Generi vari","CHIMICA","COSMESI A BANCO","ALTA PROFUMERIA","No Scan ALTA PROFUMERIA","No Scan ALTA PROFUMERIA"
"6094","Alimentari","Generi vari","CHIMICA","COSMESI A BANCO","COSMESI A BANCO","No Scan COSMESI A BANCO","No Scan COSMESI A BANCO"
"6095","Alimentari","Freschi","FRESCHI","SURGELATI","SURGELATI VEGETALI","No Scan SURGELATI VEGETALI","No Scan SURGELATI VEGETALI"
"6096","Alimentari","Freschi","FRESCHI","SURGELATI","GELATI","No Scan GELATI","No Scan GELATI"
"6097","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","DESSERT","No Scan DESSERT","No Scan DESSERT"
"6098","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","LATTE","No Scan LATTE","No Scan LATTE"
"6099","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","GRANA LIBERO SERVIZIO","No Scan GRANA LIBERO SERVIZIO","No Scan GRANA LIBERO SERVIZIO"
"6100","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","No Scan SALUMI LIBERO SERVIZIO","No Scan SALUMI LIBERO SERVIZIO"
"6101","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","PASTA FRESCA","No Scan PASTA FRESCA","No Scan PASTA FRESCA"
"6102","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","GASTRONOMIA PESCE","No Scan GASTRONOMIA PESCE","No Scan GASTRONOMIA PESCE"
"6103","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","GASTRONOMIA BASE FARINA","No Scan GASTRONOMIA BASE FARINA","No Scan GASTRONOMIA BASE FARINA"
"6104","Alimentari","Freschi","FRESCHI","GASTRONOMIA","FORMAGGI STAGIONATI SERVIZIO ASSISTITO","No Scan FORMAGGI STAGIONATI SERVIZIO ASSISTITO","No Scan FORMAGGI STAGIONATI SERVIZIO ASSISTITO"
"6105","Alimentari","Freschi","FRESCHI","GASTRONOMIA","FORMAGGI STAGIONATI TAKE AWAY","No Scan FORMAGGI STAGIONATI TAKE AWAY","No Scan FORMAGGI STAGIONATI TAKE AWAY"
"6106","Alimentari","Freschi","FRESCHI","GASTRONOMIA","GRANA A SERVIZIO ASSISTITO","No Scan GRANA A SERVIZIO ASSISTITO","No Scan GRANA A SERVIZIO ASSISTITO"
"6107","Alimentari","Freschi","FRESCHI","GASTRONOMIA","SALUMI A SERVIZIO ASSISTITO","No Scan SALUMI A SERVIZIO ASSISTITO","No Scan SALUMI A SERVIZIO ASSISTITO"
"6108","Alimentari","Freschi","FRESCHI","PRODUZIONI GASTRONOMICHE","CUCINA SERVIZIO ASSISTITO","No Scan CUCINA SERVIZIO ASSISTITO","No Scan CUCINA SERVIZIO ASSISTITO"
"6109","Alimentari","Freschi","FRESCHI","PRODUZIONI GASTRONOMICHE","CUCINA  TAKE AWAY","No Scan CUCINA  TAKE AWAY","No Scan CUCINA  TAKE AWAY"
"6110","Alimentari","Freschi","FRESCHI","PRODUZIONI GASTRONOMICHE","MOZZARELLE/FILATI  TAKE AWAY","No Scan MOZZARELLE/FILATI  TAKE AWAY","No Scan MOZZARELLE/FILATI  TAKE AWAY"
"6111","Alimentari","Freschi","FRESCHI","PRODUZIONI GASTRONOMICHE","PASTA FRESCA SERVIZIO ASSISTITO","No Scan PASTA FRESCA SERVIZIO ASSISTITO","No Scan PASTA FRESCA SERVIZIO ASSISTITO"
"6112","Alimentari","Freschi","FRESCHI","PRODUZIONI GASTRONOMICHE","MATERIE PRIME","No Scan MATERIE PRIME","No Scan MATERIE PRIME"
"6113","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","PERE","No Scan PERE","No Scan PERE"
"6114","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","FRUTTA CON NOCCIOLO","No Scan FRUTTA CON NOCCIOLO","No Scan FRUTTA CON NOCCIOLO"
"6115","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","FRAGOLE-FRUTTI DI BOSCO","No Scan FRAGOLE-FRUTTI DI BOSCO","No Scan FRAGOLE-FRUTTI DI BOSCO"
"6116","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AGRUMI","No Scan AGRUMI","No Scan AGRUMI"
"6117","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","FRUTTA ESOTICA","No Scan FRUTTA ESOTICA","No Scan FRUTTA ESOTICA"
"6118","Altro","Altro","SALUTE","FARMACO","OMEOPATICI","No Scan OMEOPATICI","No Scan OMEOPATICI"
"6119","Altro","Altro","SALUTE","FARMACO","VETERINARI","No Scan VETERINARI","No Scan VETERINARI"
"6120","Altro","Altro","SALUTE","PARAFARMACO","INTEGR. ALIM.","No Scan INTEGR. ALIM.","No Scan INTEGR. ALIM."
"6121","Altro","Altro","SALUTE","PARAFARMACO","FITOTER.","No Scan FITOTER.","No Scan FITOTER."
"6122","Altro","Altro","SALUTE","PARAFARMACO","GALENICI","No Scan GALENICI","No Scan GALENICI"
"6123","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","FRUTTA  PREPARATA PRODUZIONE ESTERNA","No Scan FRUTTA  PREPARATA PRODUZIONE ESTERNA","No Scan FRUTTA  PREPARATA PRODUZIONE ESTERNA"
"6124","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","FRUTTA ESSICATA/DISIDRATATA","No Scan FRUTTA ESSICATA/DISIDRATATA","No Scan FRUTTA ESSICATA/DISIDRATATA"
"6125","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CONFEZIONI REGALO","No Scan CONFEZIONI REGALO","No Scan CONFEZIONI REGALO"
"6126","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRE VERDURE","No Scan ALTRE VERDURE","No Scan ALTRE VERDURE"
"6127","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","PATATE","No Scan PATATE","No Scan PATATE"
"6128","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","No Scan CIPOLLE E AGLIO","No Scan CIPOLLE E AGLIO"
"6129","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","VERDURE  PREPARATE PRODUZIONE ESTERNA","No Scan VERDURE  PREPARATE PRODUZIONE ESTERNA","No Scan VERDURE  PREPARATE PRODUZIONE ESTERNA"
"6130","Alimentari","Freschi","FRESCHISSIMI","CARNI ROSSE","SUINO","No Scan SUINO","No Scan SUINO"
"6131","Alimentari","Freschi","FRESCHISSIMI","CARNI ROSSE","EQUINO","No Scan EQUINO","No Scan EQUINO"
"6132","Alimentari","Freschi","FRESCHISSIMI","AVICUNICOLO","POLLAME","No Scan POLLAME","No Scan POLLAME"
"6133","Alimentari","Freschi","FRESCHISSIMI","AVICUNICOLO","TACCHINO","No Scan TACCHINO","No Scan TACCHINO"
"6134","Non alimentari","No Food","STAGIONALI E BRICO","CANCELLERIA","CARTA RICORRENZE","No Scan CARTA RICORRENZE","No Scan CARTA RICORRENZE"
"6135","Non alimentari","No Food","STAGIONALI E BRICO","CANCELLERIA","MATERIALI PER DISEGNO","No Scan MATERIALI PER DISEGNO","No Scan MATERIALI PER DISEGNO"
"6136","Non alimentari","No Food","STAGIONALI E BRICO","CANCELLERIA","SCRITTURA","No Scan SCRITTURA","No Scan SCRITTURA"
"6137","Non alimentari","No Food","STAGIONALI E BRICO","CANCELLERIA","CARTA PER UFFICIO","No Scan CARTA PER UFFICIO","No Scan CARTA PER UFFICIO"
